BNpcName,BNpcNameId,BNpcBaseId,TerritoryId,Placename,Level
kobold supplicant,372,754,s1f2,Lower La Noscea,9
sylvan budnapper,583,563,f1f2,East Shroud,22
riverbank yarzon,603,42,f1f1,Central Shroud,5
syrphid cloud,201,41,f1f1,Central Shroud,6
lumber toad,592,26,f1f1,Central Shroud,6
Leih Aliapoh,598,539,f1f1,Central Shroud,25
Keroucene's lackey,582,561,f1f3,South Shroud,22
Qiqirn beachcomber,570,170,s1f2,Lower La Noscea,11
red balloon,613,566,f1f4,North Shroud,25
Thavnairian miteling,571,9,s1f2,Lower La Noscea,10
Thavnairian mite,572,10,s1f2,Lower La Noscea,13
blood bat,612,38,f1f2,East Shroud,15
silver coblyn,575,187,w1f2,Central Thanalan,6
silver coblyn,575,187,w1f2,Central Thanalan,4
snipping shrew,574,205,w1f2,Central Thanalan,5
young anole,605,142,f1f1,Central Shroud,8
lockbreaker imp,606,21,f1f1,Central Shroud,8
angered elm,607,24,f1f2,East Shroud,18
alpha wolf,608,543,f1f1,Central Shroud,15
pack wolf,212,1433,f1f1,Central Shroud,12
soft-spoken lancer,609,544,f1t2,Old Gridania,14
grizzled lancer,610,545,f1t2,Old Gridania,17
sharp-eyed lancer,611,546,f1t2,Old Gridania,20
magicked bones,20,516,f1f1,Central Shroud,10
zombie mage,19,517,f1f1,Central Shroud,10
Sastasha orobon,1212,1040,s1d1,Unknown(s1d1),15
Akoman,596,301,f1f3,South Shroud,30
tainted wind sprite,135,299,f1f1,Central Shroud,20
tainted water sprite,136,297,f1f2,East Shroud,15
animated pugilist,1375,249,f1f1,Central Shroud,50
short-tempered thaumaturge,1376,250,f1f1,Central Shroud,50
frenzied elm,939,548,f1f1,Central Shroud,12
Ixali sincaller,947,927,f1f1,Central Shroud,15
Ixali slowbeak,194,926,f1f1,Central Shroud,15
Ixali lostwing,193,925,f1f1,Central Shroud,15
Redbelly chanter,84,148,f1f3,South Shroud,20
Redbelly lookout,52,519,f1f3,South Shroud,20
Redbelly stinger,122,146,f1f3,South Shroud,20
Redbelly chanter,84,595,f1f3,South Shroud,20
dwarf diremite,589,10,f1f1,Central Shroud,12
Leih Aliapoh,598,541,f1f3,South Shroud,30
Silvairre the Virtuous,599,542,f1f3,South Shroud,30
lindwurm,130,1435,f1f1,Central Shroud,29
sweet trap,573,22,s1f2,Lower La Noscea,11
Wood Wailer sentry,453,461,f1f3,South Shroud,30
Foulques of the Mist,614,547,f1f4,North Shroud,30
Nezul Cattlan the Violator,597,1451,f1f4,North Shroud,16
Ixali lostwing,193,1426,f1f4,North Shroud,12
Ixali slowbeak,194,1427,f1f4,North Shroud,12
Coeurlclaw hunter,139,158,f1f3,South Shroud,17
Coeurlclaw poacher,140,165,f1f3,South Shroud,18
divan mold,433,1365,f1d2,Unknown(f1d2),28
carpet stain,432,1364,f1d2,Unknown(f1d2),28
attic bat,430,1362,f1d2,Unknown(f1d2),28
northern vulture,590,12,f1f1,Central Shroud,8
glowering glowfly,591,306,f1f1,Central Shroud,10
,0,439,f1f1,Central Shroud,50
lumber toad,592,26,f1f1,Central Shroud,13
corpsefly,435,1367,f1d2,Unknown(f1d2),28
manor servitor,434,1366,f1d2,Unknown(f1d2),28
attack hound,431,1363,f1d2,Unknown(f1d2),28
servitor's lantern,625,1368,f1d2,Unknown(f1d2),28
Gods' Quiver bow,621,550,f1f1,Central Shroud,15
Wood Wailer lance,622,551,f1f1,Central Shroud,15
Gods' Quiver bow,621,552,f1f1,Central Shroud,15
Ixali lostwing,193,554,f1f1,Central Shroud,15
Ixali sincaller,947,557,f1f1,Central Shroud,15
Wood Wailer lance,622,553,f1f1,Central Shroud,15
Asipatra,446,483,f1f1,Central Shroud,34
stagnant water sprite,445,486,f1f1,Central Shroud,8
Ixali slowbeak,194,555,f1f1,Central Shroud,15
Ixali dulltalon,192,556,f1f1,Central Shroud,15
masked mage,617,930,f1f1,Central Shroud,16
void soulcounter,455,567,f1d1,Unknown(f1d1),16
Keroucene's lackey,582,561,f1f3,South Shroud,24
Matagaigai,447,487,f1f1,Central Shroud,13
comesmite,443,260,f1r1,Unknown(f1r1),24
buzzing djigga,587,44,f1f2,East Shroud,21
Spenser of the Bottomless Cup,450,494,f1f3,South Shroud,22
Lou Carcolh,448,488,f1f1,Central Shroud,14
Greatloam farmer,519,440,f1f1,Central Shroud,50
Jackanapes,449,490,f1f2,East Shroud,19
Wood Wailer sentry,453,582,f1f1,Central Shroud,35
Wood Wailer sentry,453,580,f1f1,Central Shroud,35
clay golem,30,549,f1f1,Central Shroud,10
Wood Wailer sentry,453,583,f1f1,Central Shroud,35
Wood Wailer sentry,453,582,f1f2,East Shroud,35
Wood Wailer sentry,453,583,f1f2,East Shroud,35
disorderly adventurer,454,584,f1f3,South Shroud,35
disorderly adventurer,454,585,f1f3,South Shroud,35
disorderly adventurer,454,586,f1f3,South Shroud,35
Wood Wailer sentry,453,582,f1f3,South Shroud,35
Wood Wailer sentry,453,580,f1f3,South Shroud,35
Wood Wailer sentry,453,583,f1f3,South Shroud,36
Wood Wailer sentry,453,583,f1f3,South Shroud,35
Wood Wailer sentry,453,582,f1f4,North Shroud,35
Wood Wailer sentry,453,581,f1f4,North Shroud,35
Wood Wailer sentry,453,580,f1f4,North Shroud,35
Wood Wailer sentry,453,582,f1f4,North Shroud,49
Wood Wailer sentry,453,583,f1f4,North Shroud,35
clay golem,30,549,w1f2,Central Thanalan,10
alpha anole,51,481,f1f1,Central Shroud,9
Alux,512,482,f1f1,Central Shroud,9
Yabi Two-tails,451,495,f1f3,South Shroud,32
Sylphie Sweetwind,628,558,f1f3,South Shroud,26
Curupira,452,497,f1f4,North Shroud,8
wild jackal,399,138,s1f2,Lower La Noscea,10
wild jackal,399,138,s1f2,Lower La Noscea,12
wild jackal,399,138,s1f2,Lower La Noscea,14
megalocrab,561,326,s1f2,Lower La Noscea,13
megalocrab,561,326,s1f2,Lower La Noscea,11
firefly,129,306,s1f2,Lower La Noscea,11
Moraby mole,409,205,s1f2,Lower La Noscea,12
Qiqirn eggdigger,350,771,s1f2,Lower La Noscea,13
lightning sprite,117,135,s1f2,Lower La Noscea,10
lightning sprite,117,135,s1f2,Lower La Noscea,11
lightning sprite,117,135,s1f2,Lower La Noscea,12
lightning sprite,117,135,s1f2,Lower La Noscea,13
lightning sprite,117,135,s1f2,Lower La Noscea,14
,0,2,event2_test,Unknown(event2_test),0
young antelope stag,142,298,f1f2,East Shroud,15
tainted water sprite,136,297,f1f1,Central Shroud,20
tainted earth sprite,134,294,f1f3,South Shroud,20
Miraudont the Madder,517,484,f1f1,Central Shroud,5
Graffias,444,434,f1r1,Unknown(f1r1),0
Wood Wailer sentry,453,463,f1f1,Central Shroud,5
Prince of Pestilence,513,489,f1f2,East Shroud,16
Sirocco,514,491,f1f3,South Shroud,23
tainted earth sprite,134,294,f1f1,Central Shroud,20
Coeurlclaw King,515,493,f1f3,South Shroud,29
Coeurlclaw hunter,139,81,f1f3,South Shroud,32
Dschubba,516,496,f1f4,North Shroud,3
shifty-eyed prospector,533,454,f1f4,North Shroud,30
Redbelly jack,138,540,qib_test,Unknown(qib_test),10
Wood Wailer sentry,453,443,f1f1,Central Shroud,8
Wood Wailer sentry,453,444,f1f1,Central Shroud,11
Wood Wailer lance,526,447,f1f2,East Shroud,24
local hunter,527,448,f1f3,South Shroud,21
Wood Wailer lance,526,450,f1f3,South Shroud,21
Wood Wailer lance,526,455,f1f4,North Shroud,5
Wood Wailer lance,526,456,f1f4,North Shroud,6
Wood Wailer sentry,453,457,f1f4,North Shroud,24
Wood Wailer sentry,453,458,f1f4,North Shroud,24
Wood Wailer lance,526,459,f1f4,North Shroud,25
Wood Wailer lance,526,464,f1f2,East Shroud,16
Wood Wailer lance,526,449,f1f3,South Shroud,30
crestfallen merchant,520,452,f1f3,South Shroud,30
Nunyunuwi,558,579,f1f1,Central Shroud,33
serpent recruit,518,485,f1f1,Central Shroud,3
abused adventurer,529,465,f1f3,South Shroud,20
miteling,9,9,f1f4,North Shroud,2
au courant adventurer,530,451,f1f3,South Shroud,27
bothered beekeeper,524,445,f1f2,East Shroud,8
befuddled beekeeper,525,446,f1f2,East Shroud,50
Wood Wailer sentry,453,462,f1f3,South Shroud,30
Wood Wailer sentry,453,466,f1f3,South Shroud,30
Wood Wailer sentry,453,467,f1f3,South Shroud,30
Wood Wailer sentry,453,468,f1f3,South Shroud,30
Wood Wailer lance,622,1423,f1f2,East Shroud,15
hunting falcon,602,1428,f1f1,Central Shroud,21
Thibain the Blunt,627,598,f1f1,Central Shroud,26
prisoner's delight,438,1357,f1r1,Unknown(f1r1),24
sticky web,439,599,f1r1,Unknown(f1r1),24
Keroucene's lackey,582,600,f1f3,South Shroud,22
Gods' Quiver bow,621,1422,f1f2,East Shroud,15
sylph pillow,536,607,f1f3,South Shroud,24
Wood Wailer lance,526,469,f1f3,South Shroud,50
Mun-Tuy sack,522,604,f1f4,North Shroud,7
Nunyunuwi,558,579,f1f3,South Shroud,33
Wood Wailer lance,526,480,f1f4,North Shroud,6
earth sprite,113,131,w1f1,Western Thanalan,5
guild-issue supplies,521,603,f1f4,North Shroud,24
arbor buzzard,13,12,s1f1,Middle La Noscea,8
star marmot,262,351,w1f1,Western Thanalan,2
star marmot,262,351,w1f1,Western Thanalan,1
cactuar,287,175,w1f1,Western Thanalan,3
giant tortoise,244,1445,w1f1,Western Thanalan,12
cactuar,287,175,w1f1,Western Thanalan,4
little ladybug,49,49,w1f1,Western Thanalan,1
little ladybug,49,49,w1f1,Western Thanalan,2
little ladybug,49,49,w1f1,Western Thanalan,3
little ladybug,49,49,w1f1,Western Thanalan,4
hammer beak,282,431,w1f1,Western Thanalan,5
giant tortoise,244,1445,w1f1,Western Thanalan,17
hammer beak,282,431,w1f1,Western Thanalan,7
yarzon feeder,284,42,w1f1,Western Thanalan,5
shore slug,962,39,s1f1,Middle La Noscea,10
rusty coblyn,276,187,w1f1,Western Thanalan,6
nesting buzzard,299,12,w1f1,Western Thanalan,6
goblin mugger,283,769,w1f1,Western Thanalan,8
rusty coblyn,276,187,w1f1,Western Thanalan,8
earth sprite,113,131,w1f1,Western Thanalan,6
earth sprite,113,131,w1f1,Western Thanalan,7
earth sprite,113,131,w1f1,Western Thanalan,8
sandtoad,265,313,w1f1,Western Thanalan,9
earth sprite,113,131,w1f1,Western Thanalan,9
desert peiste,305,172,w1f1,Western Thanalan,10
dusty mongrel,302,138,w1f1,Western Thanalan,10
bomb,316,17,w1f1,Western Thanalan,11
copper coblyn,277,187,w1f1,Western Thanalan,11
orobon,308,302,w1f1,Western Thanalan,12
scaphite,635,389,w1f1,Western Thanalan,14
thickshell,636,382,w1f1,Western Thanalan,13
arbor buzzard,13,12,w1f1,Western Thanalan,13
sun midge swarm,298,136,w1f1,Western Thanalan,10
sun midge swarm,298,136,w1f1,Western Thanalan,11
sun midge swarm,298,136,w1f1,Western Thanalan,12
sun midge swarm,298,136,w1f1,Western Thanalan,13
sun midge swarm,298,136,w1f1,Western Thanalan,14
bloated bogy,309,342,w1f1,Western Thanalan,20
yarzon scavenger,227,42,w1f1,Western Thanalan,22
laughing toad,217,26,w1f1,Western Thanalan,23
lead coblyn,278,187,w1f1,Western Thanalan,21
Moondrip piledriver,314,110,w1f1,Western Thanalan,24
Moondrip stonehauler,310,109,w1f1,Western Thanalan,24
Moondrip blastmaster,312,111,w1f1,Western Thanalan,24
yarzon feeder,284,42,s1f1,Middle La Noscea,5
mossless goobbue,354,1447,s1f1,Middle La Noscea,12
pugil,640,383,s1f1,Middle La Noscea,4
wharf rat,417,347,s1f1,Middle La Noscea,1
wharf rat,417,347,s1f1,Middle La Noscea,0
wharf rat,417,347,s1f1,Middle La Noscea,2
lost lamb,392,338,s1f1,Middle La Noscea,3
lost lamb,392,338,s1f1,Middle La Noscea,4
little ladybug,49,49,s1f1,Middle La Noscea,1
little ladybug,49,49,s1f1,Middle La Noscea,2
little ladybug,49,49,s1f1,Middle La Noscea,3
little ladybug,49,49,s1f1,Middle La Noscea,4
fat dodo,394,340,s1f4,Western La Noscea,9
fat dodo,394,340,s1f4,Western La Noscea,10
pugil,640,383,s1f1,Middle La Noscea,6
puk hatchling,401,341,s1f1,Middle La Noscea,4
mossless goobbue,354,1447,s1f1,Middle La Noscea,17
puk hatchling,401,341,s1f1,Middle La Noscea,6
puk hatchling,401,341,s1f1,Middle La Noscea,8
goblin fisher,367,769,s1f1,Middle La Noscea,5
tiny mandragora,405,118,s1f1,Middle La Noscea,5
torchlight,963,17,s1f4,Western La Noscea,11
tiny mandragora,405,118,s1f1,Middle La Noscea,7
wounded aurochs,358,323,s1f1,Middle La Noscea,8
bogy,404,342,s1f1,Middle La Noscea,7
grounded pirate,421,348,s1f1,Middle La Noscea,9
grounded raider,418,349,s1f1,Middle La Noscea,9
Captain Petyr Pigeontoe,419,350,s1f1,Middle La Noscea,11
bee cloud,395,57,s1f1,Middle La Noscea,4
bee cloud,395,57,s1f1,Middle La Noscea,5
bee cloud,395,57,s1f1,Middle La Noscea,6
flower wespe,953,385,s1f1,Middle La Noscea,6
bee cloud,395,57,s1f1,Middle La Noscea,8
bee cloud,395,57,s1f1,Middle La Noscea,7
megalocrab,561,326,s1f1,Middle La Noscea,10
megalocrab,561,326,s1f1,Middle La Noscea,13
wild jackal,399,138,s1f1,Middle La Noscea,11
wild jackal,399,138,s1f1,Middle La Noscea,12
wild jackal,399,138,s1f1,Middle La Noscea,13
water sprite,56,59,s1f1,Middle La Noscea,13
water sprite,56,59,s1f1,Middle La Noscea,10
goblin mugger,283,52,s1f1,Middle La Noscea,5
wespe,641,385,s1f1,Middle La Noscea,10
wespe,641,385,s1f1,Middle La Noscea,11
wespe,641,385,s1f1,Middle La Noscea,13
wespe,641,385,s1f1,Middle La Noscea,12
Coeurlclaw concubine,532,615,f1f3,South Shroud,29
Redbelly larcener,172,86,f1f3,South Shroud,32
Jackanapes's bean-bearer,535,612,f1f2,East Shroud,17
shipping crate,1256,1309,w1f3,Eastern Thanalan,25
,0,4,f1f3,South Shroud,20
,0,170,f1f3,South Shroud,25
prism coblyn,901,187,w1f1,Western Thanalan,10
,0,544,qib_test,Unknown(qib_test),5
Ligart,1251,1311,w1f3,Eastern Thanalan,0
Redbelly chanter,84,147,f1f3,South Shroud,21
Redbelly chanter,84,148,f1f3,South Shroud,21
Redbelly sharpeye,83,145,f1f3,South Shroud,21
sweet trap,573,113,qib_test,Unknown(qib_test),10
,578,246,qib_test,Unknown(qib_test),10
apkallu,341,314,s1f3,Eastern La Noscea,30
large buffalo,1313,322,s1f3,Eastern La Noscea,31
snipper,560,325,s1f3,Eastern La Noscea,32
Bloodshore bell,361,312,s1f3,Eastern La Noscea,33
Qiqirn gullroaster,351,170,s1f3,Eastern La Noscea,32
kobold patrolman,379,328,s1f3,Eastern La Noscea,34
kobold pitman,369,329,s1f3,Eastern La Noscea,34
kobold missionary,373,331,s1f3,Eastern La Noscea,34
wind sprite,115,133,s1f3,Eastern La Noscea,31
wind sprite,115,133,s1f3,Eastern La Noscea,32
wind sprite,115,133,s1f3,Eastern La Noscea,33
wind sprite,115,133,s1f3,Eastern La Noscea,30
wind sprite,115,133,s1f3,Eastern La Noscea,34
colibri,639,386,s1f3,Eastern La Noscea,33
grass raptor,411,2,s1f3,Eastern La Noscea,32
giant pelican,366,178,s1f3,Eastern La Noscea,32
jungle coeurl,352,117,s1f3,Eastern La Noscea,34
gigantoad,26,26,s1f3,Eastern La Noscea,33
goobbue,353,320,s1f3,Eastern La Noscea,33
mildewed goobbue,355,321,s1f3,Eastern La Noscea,34
cork bulb,684,384,s1f3,Eastern La Noscea,32
dung midge swarm,396,136,s1f3,Eastern La Noscea,32
dung midge swarm,396,136,s1f3,Eastern La Noscea,33
dung midge swarm,396,136,s1f3,Eastern La Noscea,34
murderous marauder,1179,1246,w1f1,Western Thanalan,4
fat dodo,394,340,s1f4,Western La Noscea,14
wild jackal,399,138,s1f4,Western La Noscea,11
roseling,400,22,s1f4,Western La Noscea,10
fat dodo,394,340,s1f4,Western La Noscea,12
sewer mole,410,205,s1f4,Western La Noscea,11
Rhotano buccaneer,420,348,s1f4,Western La Noscea,14
Rhotano buccaneer,420,349,s1f4,Western La Noscea,14
arbor buzzard,13,12,s1f4,Western La Noscea,13
lightning sprite,117,135,s1f4,Western La Noscea,10
lightning sprite,117,135,s1f4,Western La Noscea,14
puk hatchling,402,341,s1f4,Western La Noscea,15
Rothlyt pelican,1181,181,s1f4,Western La Noscea,16
killer mantis,644,397,s1f4,Western La Noscea,16
firefly,129,306,s1f4,Western La Noscea,19
dusk bat,363,38,s1f4,Western La Noscea,15
dusk bat,363,38,s1f4,Western La Noscea,16
goblin hunter,225,769,s1f4,Western La Noscea,18
hedgemole,403,206,s1f4,Western La Noscea,15
Storm Captain Ghimthota Sthalmoenwyn,815,938,s1f2,Lower La Noscea,30
Storm Private C'nangho Enah,816,939,s1f2,Lower La Noscea,15
Ahtzapfyn the Absorbed,811,934,s1f2,Lower La Noscea,15
silent lackey,812,935,s1f2,Lower La Noscea,14
silent lackey,817,940,s1f2,Lower La Noscea,14
Mamool Ja mercenary,818,941,s1f2,Lower La Noscea,20
Mamool Ja mercenary head,814,937,s1f2,Lower La Noscea,22
Mamool Ja mercenary,813,936,s1f2,Lower La Noscea,20
Duskwight freelancer,923,1245,w1f2,Central Thanalan,10
painted colibri,1289,1043,s1d2,Unknown(s1d2),32
raveled raincatcher,1288,1042,s1d2,Unknown(s1d2),32
comet chaser,1290,1044,s1d2,Unknown(s1d2),32
ashdrake,1292,1045,s1d2,Unknown(s1d2),32
mud biast,1291,1046,s1d2,Unknown(s1d2),32
deep jungle coeurl,1297,1051,s1d2,Unknown(s1d2),32
Aiatar,1279,428,s1d2,Unknown(s1d2),32
Aiatar,1279,429,s1d2,Unknown(s1d2),32
Bruce the Big,924,625,w1f2,Central Thanalan,10
Duskwight freelancer,923,626,w1f2,Central Thanalan,8
Duskwight freelancer,923,627,w1f2,Central Thanalan,9
baleen guard,1207,418,s1d1,Unknown(s1d1),15
Denn the Orcatoothed,1206,417,s1d1,Unknown(s1d1),15
shallowtail Reaver,342,983,s1d1,Unknown(s1d1),15
shalloweye Reaver,348,1036,s1d1,Unknown(s1d1),15
shallowclaw Reaver,344,982,s1d1,Unknown(s1d1),15
shallowscale Reaver,346,985,s1d1,Unknown(s1d1),15
shallowscale Reaver,346,1033,s1d1,Unknown(s1d1),15
shallowscale Reaver,346,981,s1d1,Unknown(s1d1),15
shallowtail Reaver,342,1035,s1d1,Unknown(s1d1),15
shallowtail Reaver,342,987,s1d1,Unknown(s1d1),15
shallowclaw Reaver,344,1034,s1d1,Unknown(s1d1),15
shallowtail Reaver,342,1006,s1d1,Unknown(s1d1),15
shallowscale Reaver,346,1069,s1d1,Unknown(s1d1),15
scurvy dog,1205,1065,s1d1,Unknown(s1d1),15
Amalj'aa ravager,1177,1244,w1f3,Eastern Thanalan,15
ironquill tuco-tuco,1317,206,w1f3,Eastern Thanalan,12
Duskwight freelancer captain,944,628,w1f2,Central Thanalan,10
doctore,1188,1410,w1d2,Unknown(w1d2),20
heckler imp,1354,1424,w1d2,Unknown(w1d2),20
gas bomb,1193,1415,w1d2,Unknown(w1d2),20
Chastity of the Alacran,1305,1243,w1f1,Western Thanalan,25
syrphid cloud,201,41,w1f3,Eastern Thanalan,15
scythe mantis,1189,1411,w1d2,Unknown(w1d2),20
Coliseum python,1190,1412,w1d2,Unknown(w1d2),20
Firemane,1194,973,w1d2,Unknown(w1d2),20
lawless bowman,974,1242,w1f4,Southern Thanalan,30
Temperance of the Alacran,929,1241,w1f4,Southern Thanalan,30
scurvy dog,1205,414,s1d1,Unknown(s1d1),15
scurvy dog,1205,415,s1d1,Unknown(s1d1),15
Captain Madison,1382,413,s1d1,Unknown(s1d1),15
great yellow pelican,1280,423,s1d2,Unknown(s1d2),32
swamp pugil,1295,1049,s1d2,Unknown(s1d2),32
wyrmhound,1293,1047,s1d2,Unknown(s1d2),32
gully galago,1287,1041,s1d2,Unknown(s1d2),32
violet back,1296,1050,s1d2,Unknown(s1d2),32
Aiatar,1279,989,s1d2,Unknown(s1d2),32
nameless attacker,925,630,w1t1,Ul'dah - Steps of Nald,20
stout ambusher,943,631,w1t1,Ul'dah - Steps of Nald,15
Aldis_Sword_of_Nald,690,629,w1t1,Ul'dah - Steps of Nald,50
nameless attacker,925,632,w1t1,Ul'dah - Steps of Nald,14
nameless attacker,925,670,w1t1,Ul'dah - Steps of Nald,15
nameless attacker,925,669,w1t1,Ul'dah - Steps of Nald,17
Yda,619,249,qib_test,Unknown(qib_test),10
dullahan,29,1503,f1d3,Unknown(f1d3),50
lunatic follower,1681,1496,f1d3,Unknown(f1d3),50
lunatic follower,1681,1493,f1d3,Unknown(f1d3),50
psycheflayer,1689,1488,f1d3,Unknown(f1d3),50
brontotaur,1682,1497,f1d3,Unknown(f1d3),50
hound light,1683,1498,f1d3,Unknown(f1d3),50
vodoriga sleeper,1684,1499,f1d3,Unknown(f1d3),50
Anantaboga,1696,1484,f1d3,Unknown(f1d3),50
demon wall,1694,643,f1d3,Unknown(f1d3),50
Charity of the Alacran,1304,1240,w1f4,Southern Thanalan,30
hornet cloud,696,57,w1f3,Eastern Thanalan,15
surf eft,1294,1048,s1d2,Unknown(s1d2),32
hellbender,1286,427,s1d2,Unknown(s1d2),32
rudis beak,1191,1413,w1d2,Unknown(w1d2),20
All-seeing Eye,1397,1540,r1r1,Unknown(r1r1),44
goblin pathfinder,1299,421,s1d2,Unknown(s1d2),15
recluse hippogryph,1657,1549,r1r1,Unknown(r1r1),44
bone nix,1653,1556,r1r1,Unknown(r1r1),44
alpgrot orobon,1655,1552,r1r1,Unknown(r1r1),44
diamond-tooth hedgemole,1656,1553,r1r1,Unknown(r1r1),44
Dravanian outflyer,1672,1462,r1d1,Unknown(r1d1),41
Dravanian outwalker,1673,1463,r1d1,Unknown(r1d1),41
Chudo-Yudo,1677,1461,r1d1,Unknown(r1d1),41
carrier ziz,1674,1464,r1d1,Unknown(r1d1),41
Mylla Swordsong,689,638,w1f1,Western Thanalan,50
dragon aevis,1675,1466,r1d1,Unknown(r1d1),41
ice sprite,114,132,r1d1,Unknown(r1d1),41
veteran gladiator,934,868,w1f1,Western Thanalan,26
novice gladiator,933,869,w1f1,Western Thanalan,23
novice gladiator,933,870,w1f1,Western Thanalan,20
novice gladiator,933,871,w1f1,Western Thanalan,20
Isgebind,1680,1455,r1d1,Unknown(r1d1),41
Temperance of the Alacran,929,633,w1f1,Western Thanalan,22
Diligence of the Alacran,1306,634,w1f1,Western Thanalan,20
Charity of the Alacran,1304,635,w1f1,Western Thanalan,20
Kindness of the Alacran,928,636,w1f1,Western Thanalan,20
Humility of the Alacran,1307,637,w1f1,Western Thanalan,20
betrayed soul,2152,1550,r1r1,Unknown(r1r1),44
Charity of the Alacran,1304,872,w1f1,Western Thanalan,25
forsaken soul,1654,1551,r1r1,Unknown(r1r1),44
Taulurd,1415,1544,r1r1,Unknown(r1r1),44
circling vulture,1216,12,w1f1,Western Thanalan,5
hellsbound warrior,1449,1555,r1r1,Unknown(r1r1),44
Batraal,1396,1546,r1r1,Unknown(r1r1),44
temple bat,1574,1762,w1d3,Unknown(w1d3),35
the accused,1576,1764,w1d3,Unknown(w1d3),35
Qarn facer,1573,1759,w1d3,Unknown(w1d3),35
teratotaur,1567,1753,w1d3,Unknown(w1d3),35
dung wespe,1568,1754,w1d3,Unknown(w1d3),35
ice sprite,114,1465,r1d1,Unknown(r1d1),41
avoirdupois,1572,1758,w1d3,Unknown(w1d3),35
death claw,1577,1765,w1d3,Unknown(w1d3),35
the condemned,1580,1768,w1d3,Unknown(w1d3),35
wall crawler,1578,1766,w1d3,Unknown(w1d3),35
temple guardian,1569,1755,w1d3,Unknown(w1d3),35
temple croc,1579,1767,w1d3,Unknown(w1d3),35
adjudicator,1570,1756,w1d3,Unknown(w1d3),35
sun juror,1571,1761,w1d3,Unknown(w1d3),35
Zana Lyehga,698,640,w1f3,Eastern Thanalan,25
,0,639,w1f3,Eastern Thanalan,23
,0,641,w1f3,Eastern Thanalan,50
ice sprite,114,1465,r1d1,Unknown(r1d1),40
,0,9,event_test,Unknown(event_test),1
Temperance of the Alacran,929,658,w1f3,Eastern Thanalan,26
Kindness of the Alacran,928,659,w1f3,Eastern Thanalan,26
Chastity of the Alacran,1305,660,w1f3,Eastern Thanalan,26
Diligence of the Alacran,1306,661,w1f3,Eastern Thanalan,26
Humility of the Alacran,1307,662,w1f3,Eastern Thanalan,29
Mylla Swordsong,689,665,w1f3,Eastern Thanalan,50
veteran gladiator,934,666,w1f3,Eastern Thanalan,34
veteran gladiator,934,667,w1f3,Eastern Thanalan,30
Temperance of the Alacran,929,663,w1f3,Eastern Thanalan,34
Gotwin Halehex,708,687,w1f3,Eastern Thanalan,34
Chastity of the Alacran,1305,664,w1f3,Eastern Thanalan,31
Aldis_Sword_of_Nald,690,657,w1f3,Eastern Thanalan,50
Leavold_Sword_of_Thal,969,1324,w1f3,Eastern Thanalan,50
